Prod_ID,Ques_ID,Question_Text,Ans_Text
52,330,Does this have top mounting hinges or doesn't it need to be screwed in from the bottom to fit the toilet?,This type has hinges on the top.  This is per my plumber son-in-law.   Great seat if you have potty training to do.
52,331,How well does this seat work for little boys sitting down?  Do they end up spraying though and getting the floor and their clothes all wet?,"Unfortunately yes, my son when sitting down sprays between the seats, and it spills over on toilet bowl unto floor. It's become habit to have wipes near toilet to clean up. Rarely has his clothes got wet from sitting down, it just spills over on bowl, just missing his pants.  For my daughter is was perfect, we had no issues. They both felt comfortable and safe on the smaller seat and we were able to use the adult seat for us or our guests."
53,332,I've been washing these along with my cloth diapers and they are getting rough and scratchy! I'm very surprised! Anyone else have this happen?,Yes. We ended up throwing ours away. We love the Charlie Banana wipes that have fleece on one side.
53,333,What are the dimentions of the flannel wipes,"Not sure what they were prior to first wash/dry, but mine are now roughly 5-6\' square."
53,334,What are these wipes made of? 100% cotton?,"Yep, 100% cotton."
53,335,"Can you use these for washcloths, too, or only for wipes? They seem very soft!","yes, you can use them for either. I found they had a musty smell for a while. I still use them a year later and they stopped smelling musty. I also use them as sudo paper towels/wipes to clean up during meal times."
53,336,What are the actual measurements of the wipes?,I don't have the exact measurements. But they are the same size as baby wash cloths and the same width. They are between 6-7\' square. I like them except they smelled really musty when wet at first. They don't anymore.
54,337,Does this snap in on its own onto the Baby Jogger City Mini GT or do I need to but an adapter to make it work?,"It snaps on directly into the Jogger. The Bar has two adapters, one on each end, they slot into the appropriate location on the jogger, and the docking/undocking buttons are already on the jogger. You press the buttons to remove it, but it slides in and locks automatically. Very convenient when trying to place a sleeping child into the jogger.Two buttons on each side allow you to adjust the height of the bar.The bar is also strong enough for carrying the jogger. I just put it on my shoulder as you would a shoulder bag."
54,338,Has anyone used this in place of the infant car seat adapter? I would like to use it with my Graco click connect 35...,I use it with my graco 35 it's tight fit! But it won't fall out! And I would buy it again;)
54,339,Do I need to buy two for the citi mini side by side double stroller?,"No, You need a double belly bar. (separate product..)"
54,340,Will this work on a Chicco Liteway Stroller?,I would guess not! The bar is made for this exact Baby Jogger stroller.
54,341,Will this belly bar fit the Summit X3?,Yes
54,342,Does this fit  Mountain Buggy Nano stroller? thanks!,Yes
55,343,"The description does not mention the mattress, does it come with it, and if it did did the description at the time say i",The crib does come with a mattress however I never saw anything that said it did so I ordered a mattress as well and had to return it afterwards.
55,344,Does this mini crib have more than one mattress level?,"No, just the one lower level (that is safe for teeny tiny babies and older babies that can pull themselves us and stand).  This is a portable crib so all (but the mattress) are in one connected piece.  You fold it out for set-up, and fold it in to put it away.  The mattress base (board) is hinged on one side of the crib and it gets laid down to rest on the lip of the crib sides (they also have 3 Velcro straps for extra security), and then to put the crib away you take out the mattress and pull up this hinged base board and it rests against one of the crib sides in storage.  Ends (of the crib) are hinged on the top and bottom middle and are pulled in (or pushed out) for set-up or storage.  (There are also two safety latches on the inside bottom ends to keep the crib extra secure.)  Set-up and break down doesn't even a minute to do.  It has HEAVY DUTY (hard) rubber wheels to roll the crib around on.  This bed is narrow enough to push through doors even when set-up.  I love this crib.  One purchase I've never had a thought of regret about!!  Quality, heavy duty product you would expect from the craftsmanship of years ago (when it wasn't so much about commodity, but producing a quality piece that you would be proud of)."
55,345,How thick is the mattress that comes with the crib?  What size sheets fit this matress?,3\' mattress.  Mini-crib sheets.
